Year,Month,Month number,High temp,Average High,Average Low,Low,Range,Precipitation,Days with precipitation
1960,March,3,30,24.9,14.6,6.7,23.3,17,3
1960,April,4,31.1,27.3,19.8,12.8,18.3,259.3,9
1960,May,5,32.2,29.3,20.7,14.4,17.8,87.9,9
1960,June,6,32.2,30.5,23.9,21.7,10.5,160.3,19
1960,July,7,33.9,32.4,25.1,22.8,11.1,133.9,15
1960,August,8,32.8,31.9,25.1,23.3,9.5,105.4,15
1960,September,9,32.8,30.8,24.5,22.8,10,619.8,22
1960,October,10,31.7,30.1,22.7,20.6,11.1,267.7,16
1960,November,11,29.4,27.5,19.9,13.9,15.5,59.9,8
1960,December,12,27.2,23.4,13.8,3.9,23.3,12.7,5
1961,January,1,27.8,22.7,13.9,3.9,23.9,130,7
1961,February,2,30.6,24.8,17,8.9,21.7,16,6
1961,March,3,30.6,27.2,19.2,8.9,21.7,48.5,7
1961,April,4,32.8,28.3,18.4,10.6,22.2,14.2,4
1961,May,5,32.2,29.4,21.6,16.7,15.5,173,11
1961,June,6,33.3,30.7,23.9,21.1,12.2,266.2,13
1961,July,7,33.3,31.8,25.4,23.3,10,48.5,9
1961,August,8,33.9,32.3,24.9,21.7,12.2,118.9,15
1961,September,9,33.3,31.7,23.9,21.7,11.6,86.4,10
1961,October,10,32.8,29.4,21.3,13.9,18.9,99.6,14
1961,November,11,28.9,27.1,19.1,13.3,15.6,54.6,9
1961,December,12,30,25.1,15.9,3.9,26.1,3.3,4
1962,January,1,27.8,24.6,15.4,3.3,24.5,37.1,7
1962,February,2,31.1,27.2,16.6,8.9,22.2,3.3,3
1962,March,3,31.7,26.3,16.1,5.6,26.1,70.6,6
1962,April,4,30.6,26.9,18.7,11.7,18.9,30.2,5
1962,May,5,33.3,29.7,20.3,15,18.3,23.4,4
1962,June,6,32.8,30.3,23.1,20.6,12.2,263.1,20
1962,July,7,33.9,32.3,24.7,22.8,11.1,95,10
1962,August,8,33.9,31.9,24.6,22.8,11.1,203.7,19
1962,September,9,32.8,30.9,23.6,21.7,11.1,198.6,18
1962,October,10,32.2,29.5,21.1,16.7,15.5,38.1,9
1962,November,11,28.3,24.4,15.6,7.2,21.1,105.4,5
1962,December,12,27.8,22.5,12.7,1.7,26.1,5.1,4
1963,January,1,29.4,24.1,14.9,6.7,22.7,16.5,7
1963,February,2,29.4,23.2,14.3,8.3,21.1,87.6,7
1963,March,3,31.1,27,19,11.1,20,18.5,4
1963,April,4,33.3,28.1,19.3,10.6,22.7,8.4,3
1963,May,5,30.6,28.9,21,12.8,17.8,161,10
1963,June,6,32.2,30.6,23.4,20.6,11.6,172.7,17
1963,July,7,35,32.2,24.6,22.2,12.8,45,11
1963,August,8,33.9,32.2,24.4,22.2,11.7,121.2,15
1963,September,9,32.8,30.8,24,21.1,11.7,282.4,17
1963,October,10,30,28.4,20.7,16.1,13.9,112.5,12
1963,November,11,28.9,25.7,17.9,7.2,21.7,36.3,6
1963,December,12,29.4,22.5,12.5,6.1,23.3,108.2,7
1964,January,1,29.4,23.4,16,2.2,27.2,11.4,3
1964,February,2,30.6,23.6,13.8,6.1,24.5,56.1,7
1964,March,3,32.2,27.2,20.1,11.7,20.5,12.7,3
1964,April,4,31.7,28.2,21.9,12.8,18.9,84.1,8
1964,May,5,32.2,28.7,22,18.3,13.9,118.6,10
1964,June,6,32.8,30.5,24.1,21.1,11.7,266.2,15
1964,July,7,33.3,31.5,24.9,22.8,10.5,140,18
1964,August,8,33.9,32.1,25.3,23.3,10.6,249.9,19
1964,September,9,33.3,31.3,24.6,22.8,10.5,107.2,16
1964,October,10,31.7,28.4,21.5,15,16.7,248.2,16
1964,November,11,28.3,27.1,20.5,14.4,13.9,76.2,7
1964,December,12,28.3,25.5,19.1,9.4,18.9,158.5,5
1965,January,1,28.9,24.5,14.4,1.7,27.2,50.3,12
1965,February,2,29.4,25.9,17.3,5,24.4,75.7,8
1965,March,3,31.7,27.1,18.6,7.8,23.9,100.8,5
1965,April,4,33.9,29.5,20.1,15,18.9,30.5,3
1965,May,5,33.3,29.5,22.1,16.1,17.2,11.2,3
1965,June,6,32.2,30.5,23.7,20.6,11.6,166.4,13
1965,July,7,33.3,31.3,23.5,21.1,12.2,166.6,18
1965,August,8,32.2,31.2,24,22.2,10,126.2,14
1965,September,9,33.3,29.6,23.6,21.1,12.2,289.1,18
1965,October,10,32.2,29.2,22,16.7,15.5,426.5,14
1965,November,11,29.4,27.2,19.7,15,14.4,24.4,5
1965,December,12,29.4,25.3,16.1,9.4,20,15.7,4
1966,January,1,27.2,23.1,14.7,1.7,25.5,100.8,13
1966,February,2,27.8,24.4,16.5,4.4,23.4,166.6,3
1966,March,3,27.8,25.1,16.3,8.3,19.5,82.6,8
1966,April,4,31.7,26.5,18.8,13.9,17.8,45.7,7
1966,May,5,31.1,28.8,21.8,19.4,11.7,140.5,10
1966,June,6,32.2,28.9,22.5,21.1,11.1,542.8,24
1966,July,7,34.4,30.8,23.7,21.7,12.7,215.9,19
1966,August,8,33.3,31.3,23.9,22.2,11.1,193.5,19
1966,September,9,33.9,30.9,23.7,21.1,12.8,203.2,18
1966,October,10,31.1,28.8,22.2,18.3,12.8,276.4,15
1966,November,11,30,25.6,16.8,6.7,23.3,97.5,12
1966,December,12,28.9,24.4,14.1,5,23.9,18.8,9
1967,January,1,30,26,17.7,5.6,24.4,69.8,10
1967,February,2,30,25.4,15.6,2.2,27.8,29,6
1967,March,3,31.1,26.7,18.6,11.7,19.4,91.4,10
1967,April,4,31.7,27.8,19.6,16.1,15.6,3.8,1
1967,May,5,33.9,30.3,22.2,19.4,14.5,42.7,5
1967,June,6,34.4,30.8,22.4,19.4,15,405.9,21
1967,July,7,32.8,31.3,24.7,22.2,10.6,141,17
1967,August,8,32.8,31.1,24.2,21.1,11.7,206.5,18
1967,September,9,33.3,31,23.8,22.2,11.1,233.2,13
1967,October,10,30.6,27.9,21.2,17.2,13.4,327.2,16
1967,November,11,28.3,25.8,17.7,13.3,15,96.8,11
1967,December,12,27.2,24.9,17.7,8.3,18.9,34.8,4
1968,January,1,26.7,23.2,14.7,3.3,23.4,48.8,6
1968,February,2,27.8,22.1,12,6.1,21.7,70.4,8
1968,March,3,27.2,23.5,15.4,2.8,24.4,22.4,5
1968,April,4,31.7,28.1,20.6,16.1,15.6,32.3,2
1968,May,5,32.2,28.2,22.4,18.3,13.9,470.9,21
1968,June,6,32.8,29.3,23.5,22.2,10.6,567.9,24
1968,July,7,32.8,30.6,24.5,22.8,10,156.2,16
1968,August,8,33.9,32,25.7,23.3,10.6,211.8,18
1968,September,9,33.9,31.5,24.2,22.2,11.7,282.2,21
1968,October,10,31.7,28.9,22,13.3,18.4,221.2,15
1968,November,11,30,26.2,17.2,7.8,22.2,30.7,5
1968,December,12,29.4,24.4,14,1.1,28.3,3.3,2
1969,January,1,26.1,23.6,15.9,10,16.1,169.2,9
1969,February,2,28.9,23.5,13.4,6.7,22.2,51.3,1
1969,March,3,30.6,24,15.8,7.8,22.8,50.3,11
1969,April,4,33.3,28.2,22.1,19.4,13.9,117.6,12
1969,May,5,31.1,29.5,23.4,21.1,10,203.7,13
1969,June,6,33.9,31.3,24.6,21.1,12.8,290.1,20
1969,July,7,35.6,32.6,25.2,22.2,13.4,215.4,18
1969,August,8,33.9,32.1,25.1,22.8,11.1,109.5,17
1969,September,9,33.3,31,25,23.3,10,209.3,13
1969,October,10,32.2,29.7,23.9,20,12.2,344.7,17
1969,November,11,30.6,25.5,17.1,9.4,21.2,25.7,9
1969,December,12,27.8,23.6,14,6.7,21.1,29.2,3
1970,January,1,27.8,22.4,12.9,1.7,26.1,67.1,7
1970,February,2,27.2,22.2,14.1,5.6,21.6,45,7
1970,March,3,31.7,25.4,18.8,8.9,22.8,66.3,6
1970,April,4,32.2,29.4,22.7,18.3,13.9,24.1,3
1970,May,5,31.7,29.3,23.1,17.2,14.5,278.9,9
1970,June,6,33.9,31,24.5,22.2,11.7,140.5,12
1970,July,7,32.8,31.2,25.1,22.8,10,113.8,16
1970,August,8,35.6,31.9,25.8,23.3,12.3,91.4,10
1970,September,9,32.2,30.6,25.1,21.7,10.5,225.8,17
1970,October,10,31.1,29.4,23.4,18.9,12.2,76.5,16
1970,November,11,28.9,25.5,16.3,4.4,24.5,2.3,4
1970,December,12,28.9,25.9,17.3,6.1,22.8,4.3,4
1971,January,1,28.9,24.8,15.4,1.7,27.2,13,3
1971,February,2,30.6,25.2,18,6.1,24.5,20.3,5
1971,March,3,32.2,26.4,16.1,7.2,25,10.2,3
1971,April,4,35.6,28.4,19.4,7.8,27.8,1.8,2
1971,May,5,33.3,30.1,22.2,16.1,17.2,104.9,7
1971,June,6,32.8,30.8,23.6,21.1,11.7,295.9,16
1971,July,7,32.8,31.3,25,22.2,10.6,119.9,13
1971,August,8,32.2,30.7,24.7,22.2,10,152.9,20
1971,September,9,31.7,29.9,24.1,22.8,8.9,244.6,19
1971,October,10,31.7,28.9,23.3,20,11.7,190,17
1971,November,11,28.9,26.5,20,13.3,15.6,24.9,9
1971,December,12,27.8,26.2,20.6,16.1,11.7,110,9
1972,January,1,28.3,25.9,19.7,13.3,15,40.6,8
1972,February,2,28.3,24.6,15.8,5.6,22.7,68.8,10
1972,March,3,30.6,26.5,18,13.9,16.7,76.5,7
1972,April,4,31.7,27.8,19.9,13.9,17.8,67.8,7
1972,May,5,30.6,28.8,21.8,19.4,11.2,348.2,18
1972,June,6,32.8,29.9,23.3,19.4,13.4,276.9,17
1972,July,7,31.7,30.4,24,22.2,9.5,181.1,13
1972,August,8,31.7,30.9,24.3,22.8,8.9,164.8,16
1972,September,9,31.7,30.1,23.7,22.2,9.5,129,13
1972,October,10,31.1,28.9,22.1,18.9,12.2,72.6,15
1972,November,11,29.4,26.2,19.7,12.2,17.2,70.4,10
1972,December,12,27.8,24.8,18.2,7.8,20,106.2,13
1973,January,1,29.4,25.2,17.4,5.6,23.8,86.6,8
1973,February,2,28.3,23.1,13.9,5.6,22.7,56.1,9
1973,March,3,28.9,26.7,20.5,11.7,17.2,44.7,5
1973,April,4,31.7,27.5,20.9,12.2,19.5,56.9,5
1973,May,5,32.8,29.9,23,17.2,15.6,27.4,8
1973,June,6,32.2,30.4,24.4,21.7,10.5,226.8,19
1973,July,7,32.2,30.9,24.4,22.2,10,156,15
1973,August,8,32.2,30.3,24.5,21.7,10.5,370.8,26
1973,September,9,32.2,30.3,25,22.8,9.4,167.4,20
1973,October,10,30.6,28.6,22,15,15.6,85.3,16
1973,November,11,30.6,27.4,21.6,13.3,17.3,11.7,5
1973,December,12,27.2,23.4,15.4,3.9,23.3,62.5,5
1974,January,1,27.8,26.1,20.8,17.2,10.6,64.5,9
1974,February,2,31.1,24.9,16.1,6.7,24.4,2.5,2
1974,March,3,32.2,28.1,20.3,11.7,20.5,57.7,4
1974,April,4,31.1,28,21.1,12.8,18.3,53.6,6
1974,May,5,33.9,30.3,23,17.8,16.1,66.8,12
1974,June,6,33.3,31.2,24.4,20.6,12.7,206.2,19
1974,July,7,33.9,31.5,24.7,23.3,10.6,154.7,21
1974,August,8,33.3,31.8,25.9,23.9,9.4,236,20
1974,September,9,33.3,31.9,25.9,24.4,8.9,162.1,22
1974,October,10,30.6,28.5,22.7,18.9,11.7,93.5,13
1974,November,11,28.9,26.5,18.9,11.1,17.8,117.3,9
1974,December,12,28.9,24.5,16.6,8.3,20.6,29.7,4
1975,January,1,28.9,26,19.3,7.8,21.1,35.3,7
1975,February,2,29.4,26.8,18.8,11.7,17.7,22.9,7
1975,March,3,31.7,27.1,18.8,8.9,22.8,15.5,4
1975,April,4,33.9,29.1,21.5,11.1,22.8,13.5,3
1975,May,5,32.8,29.8,22.8,20,12.8,125.5,16
1975,June,6,33.3,30.9,24.1,22.8,10.5,161.8,16
1975,July,7,32.2,30.3,24.2,21.7,10.5,126.7,16
1975,August,8,32.2,30.9,25.3,23.3,8.9,131.8,17
1975,September,9,33.3,30.8,24.7,22.8,10.5,119.1,16
1975,October,10,31.1,29.2,23.2,19.4,11.7,158.8,17
1975,November,11,28.9,25.8,18.9,6.7,22.2,71.1,10
1975,December,12,27.8,24.4,16.7,5.6,22.2,11.2,5
1976,January,1,28.9,22.8,13.5,4.4,24.5,24.1,5
1976,February,2,27.2,24.3,16.6,7.8,19.4,89.9,9
1976,March,3,30.6,27.4,21.2,13.9,16.7,5.8,3
1976,April,4,31.1,27.5,20.3,15.6,15.5,105.9,9
1976,May,5,30.6,28.6,23,21.1,9.5,265.4,14
1976,June,6,30.6,28.6,23.7,21.7,8.9,173,15
1976,July,7,33.9,31.4,25.4,22.8,11.1,97.3,9
1976,August,8,33.9,30.7,24.7,22.2,11.7,240,20
1976,September,9,31.1,29.8,24,21.7,9.4,196.8,17
1976,October,10,30.6,27.8,21.4,15,15.6,112.3,9
1976,November,11,28.3,25.3,18.5,11.7,16.6,68.3,6
1976,December,12,29.4,24.5,15.7,6.7,22.7,40.9,10
1977,January,1,28.3,21.4,10.9,-0.6,28.9,36.6,5
1977,February,2,29.4,23.2,14.6,5,24.4,53.3,5
1977,March,3,33.3,27,20.7,12.2,21.1,23.1,1
1977,April,4,32.8,27.1,20.4,15,17.8,50,6
1977,May,5,31.7,28.2,21.8,17.8,13.9,401.8,13
1977,June,6,33.3,30.7,24.4,21.1,12.2,315.5,13
1977,July,7,33.3,31.4,26,22.8,10.5,132.8,13
1977,August,8,32.8,31,25.9,23.9,8.9,210.3,23
1977,September,9,33.3,30.9,25.7,23.9,9.4,178.8,13
1977,October,10,33.3,28.4,21.1,14.4,18.9,31.8,7
1977,November,11,30,26.7,20,10,20,150.9,9
1977,December,12,28.9,24.7,16.5,6.1,22.8,64.8,10
1978,January,1,27.2,22,13.5,4.4,22.8,52.6,10
1978,February,2,27.2,21.6,13,3.9,23.3,87.4,8
1978,March,3,28.3,24.6,16.4,7.2,21.1,74.2,7
1978,April,4,31.1,26.7,19.9,15,16.1,88.9,6
1978,May,5,32.2,29.4,23,17.8,14.4,143.8,15
1978,June,6,32.2,30.6,24.8,22.8,9.4,134.4,20
1978,July,7,32.2,30.9,25.1,22.8,9.4,68.3,15
1978,August,8,33.3,30.9,25.3,22.8,10.5,99.8,15
1978,September,9,32.2,31.1,24.4,22.2,10,86.9,17
1978,October,10,32.2,28.7,23.3,19.4,12.8,195.1,21
1978,November,11,29.4,27.3,21.2,15.6,13.8,80.5,9
1978,December,12,30.6,26.2,19.3,13.3,17.3,52.3,9
1979,January,1,27.2,22.5,14.1,4.4,22.8,32.5,10
1979,February,2,28.3,22.7,13.8,5,23.3,14.5,7
1979,March,3,30,24.8,16.5,9.4,20.6,7.6,4
1979,April,4,32.2,28.8,22.1,18.9,13.3,439.2,4
1979,May,5,33.3,29.9,24.1,20.6,12.7,134.4,10
1979,June,6,34.4,30.9,24.6,21.1,13.3,103.1,11
1979,July,7,32.8,31.6,25.2,22.2,10.6,128.5,10
1979,August,8,32.2,31,24.6,22.8,9.4,122.2,15
1979,September,9,32.8,29.7,24.4,22.8,10,339.3,21
1979,October,10,31.1,28.7,22.2,18.3,12.8,92.2,13
1979,November,11,30,27.2,21,10.6,19.4,41.1,14
1979,December,12,28.3,24.8,17.6,11.1,17.2,72.1,4
1980,January,1,30,23.9,15.5,7.8,22.2,48,4
1980,February,2,29.4,22.6,12.9,5.6,23.8,22.4,6
1980,March,3,31.7,26.6,19.1,0,31.7,80.5,1
1980,April,4,31.7,27.7,20.4,14.4,17.3,259.1,9
1980,May,5,33.3,29.5,22.7,18.9,14.4,54.4,10
1980,June,6,33.9,30.9,23.9,22.2,11.7,76.7,12
1980,July,7,35,31.7,24.5,21.7,13.3,238.8,17
1980,August,8,33.3,31.5,25,22.8,10.5,287.5,16
1980,September,9,33.9,30.9,24.7,20.6,13.3,142.2,12
1980,October,10,35,30.2,23.2,14.4,20.6,153.7,12
1980,November,11,31.1,26.9,20.1,10.6,20.5,88.1,11
1980,December,12,27.8,24,15.1,6.7,21.1,5.1,3
1981,January,1,26.7,21.8,9,0,26.7,15.5,4
1981,February,2,29.4,25.4,16.2,4.4,25,118.4,9
1981,March,3,29.4,26,16.3,10,19.4,33.5,5
1981,April,4,32.2,28.8,22,20,12.2,1.3,1
1981,May,5,33.9,31.2,21.7,16.7,17.2,125.5,8
1981,June,6,35,32.5,25,21.1,13.9,139.4,12
1981,July,7,36.7,33.7,25.1,23.3,13.4,70.6,16
1981,August,8,35,31.9,24.9,22.2,12.8,311.1,18
1981,September,9,33.9,30.9,23.7,21.7,12.2,375.7,22
1981,October,10,33.3,30.2,22.8,18.9,14.4,41.1,10
1981,November,11,29.4,26.6,17.1,11.7,17.7,54.4,7
1981,December,12,30,24.5,15.2,2.2,27.8,3.6,2
1982,January,1,30.6,24.9,14.9,0.6,30,11.2,6
1982,February,2,31.7,27.8,19.3,11.7,20,31,8
1982,March,3,31.1,27.8,19.6,12.2,18.9,107.2,13
1982,April,4,33.9,29.3,21.7,15.6,18.3,235.5,7
1982,May,5,31.7,28.5,21.7,17.8,13.9,223.5,11
1982,June,6,34.4,31.4,24.1,21.1,13.3,274.8,14
1982,July,7,35,32.7,25.4,23.3,11.7,97.5,19
1982,August,8,35.6,32.4,25.3,22.2,13.4,147.1,18
1982,September,9,32.8,31.6,24.6,22.8,10,193.5,18
1982,October,10,33.3,28.8,22.2,15,18.3,180.8,14
1982,November,11,29.4,27.2,20.5,13.9,15.5,180.1,15
1982,December,12,28.9,26.1,19,7.2,21.7,30,6
1983,January,1,28.3,23.8,15.3,6.1,22.2,136.1,10
1983,February,2,26.7,23.7,15.7,9.4,17.3,205,9
1983,March,3,28.3,24.4,15.1,6.7,21.6,71.6,9
1983,April,4,28.9,26.8,17.4,10,18.9,45.5,6
1983,May,5,32.8,30,21.4,17.8,15,36.6,3
1983,June,6,33.9,31.6,23.7,21.1,12.8,220,18
1983,July,7,36.7,33.2,25.7,21.7,15,157.5,11
1983,August,8,36.1,32.7,24.2,21.7,14.4,149.4,21
1983,September,9,33.9,31.4,23.6,20,13.9,190,19
1983,October,10,31.7,29.2,22.2,18.9,12.8,89.4,13
1983,November,11,29.4,26.7,18.2,11.7,17.7,51.1,11
1983,December,12,30,25.2,16.7,0.6,29.4,106.4,9
1984,January,1,31.1,24.4,14.4,6.7,24.4,4.6,3
1984,February,2,28.9,24.7,15.9,6.7,22.2,17.8,9
1984,March,3,31.7,26.2,16.5,6.7,25,155.4,6
1984,April,4,30.6,27.4,18.3,12.8,17.8,114.6,7
1984,May,5,32.8,28.8,21.2,17.8,15,277.1,12
1984,June,6,34.4,30.5,22.6,15.6,18.8,183.9,12
1984,July,7,32.2,31.4,24.1,21.7,10.5,187.5,20
1984,August,8,35.6,32.2,24,21.1,14.5,138.2,18
1984,September,9,32.2,30.3,23.1,20.6,11.6,265.4,21
1984,October,10,30.6,29.2,22.1,18.3,12.3,59.7,13
1984,November,11,30,26,17.9,9.4,20.6,102.6,10
1984,December,12,28.9,25.9,17.4,7.2,21.7,17.8,6
1985,January,1,27.8,22.6,10.8,-1.1,28.9,8.9,3
1985,February,2,30.6,25,15.4,5.6,25,1.5,3
1985,March,3,30.6,27,18,11.1,19.5,34.3,5
1985,April,4,32.8,27.9,18.9,11.7,21.1,83.1,7
1985,May,5,34.4,31.3,21.1,17.8,16.6,81,6
1985,June,6,36.7,32.3,23.6,21.7,15,160.8,14
1985,July,7,35,31.4,23.1,20.6,14.4,285.2,18
1985,August,8,33.3,32,24,20.6,12.7,301.8,18
1985,September,9,32.8,30.8,23.2,20.6,12.2,218.2,16
1985,October,10,31.7,30.6,23.2,21.1,10.6,131.3,17
1985,November,11,30.6,27.9,20.5,11.7,18.9,34.8,10
1985,December,12,28.9,23.5,14.1,3.3,25.6,88.1,10
1986,January,1,27.8,23.6,13.3,2.2,25.6,128,8
1986,February,2,29.4,26.2,15.3,7.8,21.6,43.7,5
1986,March,3,29.4,25.1,15.6,3.9,25.5,268.5,13
1986,April,4,33.3,27.6,16.4,12.8,20.5,18,2
1986,May,5,32.2,29,21.5,16.7,15.5,209.3,10
1986,June,6,33.3,31.2,23.6,22.2,11.1,230.1,16
1986,July,7,35,32.5,24.2,22.8,12.2,198.4,18
1986,August,8,33.9,32.4,24.8,23.3,10.6,194.8,21
1986,September,9,33.9,32.4,24.5,22.2,11.7,111.3,13
1986,October,10,33.3,31,22.7,18.9,14.4,100.6,11
1986,November,11,31.7,29.8,22.7,20,11.7,120.6,15
1986,December,12,30.6,26.8,19.4,15,15.6,56.1,10
1987,January,1,31.1,24.5,13.3,5,26.1,22.1,5
1987,February,2,30.6,25.8,17.3,7.8,22.8,66.5,8
1987,March,3,30,26.3,18,11.1,18.9,97,7
1987,April,4,32.2,27.1,15.8,8.9,23.3,9.7,3
1987,May,5,31.1,29.5,22.3,16.1,15,126.7,14
1987,June,6,36.1,32.5,25.4,22.2,13.9,139.2,10
1987,July,7,35.6,32.7,25.3,22.8,12.8,131.3,18
1987,August,8,36.7,33.6,25.7,22.8,13.9,82.3,12
1987,September,9,36.1,32.9,24.5,22.8,13.3,258.3,17
1987,October,10,31.7,29.2,21.5,16.7,15,110,10
1987,November,11,31.1,27.4,20.7,11.1,20,125,14
1987,December,12,28.9,25.3,16.7,8.9,20,108.7,4
1988,January,1,28.9,23.9,15.9,7.2,21.7,47.8,11
1988,February,2,30.6,24.5,15.2,7.2,23.4,15.5,3
1988,March,3,29.4,25.2,17.8,6.7,22.7,9.9,6
1988,April,4,33.9,29.5,19.5,12.8,21.1,46.2,4
1988,May,5,33.9,29.9,21.1,16.1,17.8,134.1,11
1988,June,6,34.4,31.4,24.1,20.6,13.8,263.1,14
1988,July,7,34.4,32.3,24.5,22.2,12.2,276.9,21
1988,August,8,34.4,32.2,25.1,22.2,12.2,200.4,18
1988,September,9,33.9,32.3,25.4,23.3,10.6,78.5,13
1988,October,10,33.9,30.6,21.7,18.3,15.6,37.8,6
1988,November,11,31.7,28.7,21.1,14.4,17.3,19.3,8
1988,December,12,28.3,25.8,17,6.1,22.2,3,3
1989,January,1,29.4,27.3,17.9,12.2,17.2,17,5
1989,February,2,30,26.4,16.6,2.8,27.2,18,3
1989,March,3,31.1,27.5,18.7,8.9,22.2,22.6,7
1989,April,4,32.8,29.6,20.4,15,17.8,54.4,7
1989,May,5,35,31.8,22.6,16.1,18.9,25.1,8
1989,June,6,33.3,31.6,24.7,21.7,11.6,275.1,12
1989,July,7,33.9,32.3,24.7,22.2,11.7,89.7,18
1989,August,8,36.1,33,25,22.2,13.9,324.6,20
1989,September,9,35,32.7,25.1,22.2,12.8,148.1,15
1989,October,10,34.4,30.5,21.8,11.7,22.7,67.3,9
1989,November,11,31.7,28.7,20.4,12.2,19.5,25.1,5
1989,December,12,30.6,23.8,12.8,-1.1,31.7,15.7,7
1990,January,1,30,27.3,18.9,9.4,20.6,6.1,4
1990,February,2,30,27.1,19.5,11.1,18.9,30.2,6
1990,March,3,29.4,27,19.3,15,14.4,57.9,12
1990,April,4,32.8,28.1,19.9,12.2,20.6,176.8,11
1990,May,5,35,30.4,23.2,20,15,197.9,10
1990,June,6,34.4,32.4,24.2,20.6,13.8,173.7,11
1990,July,7,36.1,32.9,24.3,21.7,14.4,109.5,16
1990,August,8,36.7,33,24.3,22.2,14.5,280.9,21
1990,September,9,34.4,32.2,24.6,22.2,12.2,89.4,13
1990,October,10,33.9,30.5,23.3,13.3,20.6,122.4,14
1990,November,11,30.6,27.6,19.4,13.3,17.3,42.4,8
1990,December,12,30,26.7,18.7,10.6,19.4,26.2,9
1991,January,1,30.6,26.6,18.8,12.2,18.4,40.4,12
