Year,Month,Month number,High temp,Average High,Average Low,Low,Range,Precipitation,Days with precipitation
1991,February,2,31.7,25.6,16.3,5,26.7,51.8,7
1991,March,3,32.2,27.5,19,10,22.2,58.9,8
1991,April,4,34.4,29.4,22,17.2,17.2,131.1,12
1991,May,5,33.9,30.6,24.3,22.2,11.7,63.5,10
1991,June,6,35,32.4,24.2,22.2,12.8,190.8,18
1991,July,7,33.9,32.5,24.7,22.8,11.1,185.2,20
1991,August,8,35,33.3,25.1,22.8,12.2,224.5,17
1991,September,9,33.9,31.7,24.3,22.2,11.7,283.7,22
1991,October,10,32.8,29.5,22.6,16.7,16.1,549.7,21
1991,November,11,30.6,26.8,18.9,11.7,18.9,30,9
1991,December,12,29.4,26.3,18.4,12.2,17.2,4.6,4
1992,January,1,28.3,24.2,15.1,7.8,20.5,45.7,6
1992,February,2,30,25.6,17.2,12.2,17.8,37.8,6
1992,March,3,31.7,26.7,17.5,11.7,20,67.8,6
1992,April,4,31.1,27.2,19.5,12.2,18.9,61.7,5
1992,May,5,32.8,30.2,20.6,13.3,19.5,14,5
1992,June,6,34.4,31.4,23.6,22.2,12.2,334.5,22
1992,July,7,36.1,33.1,25.7,22.8,13.3,106.9,12
1992,August,8,35,32.8,25.4,23.3,11.7,183.4,17
1992,September,9,34.4,31.8,25.1,22.2,12.2,164.6,20
1992,October,10,33.3,30,22.7,18.9,14.4,51.3,8
1992,November,11,31.1,28,21.7,12.8,18.3,351.5,16
1992,December,12,28.9,26.2,17.8,9.4,19.5,49.3,5
1993,January,1,29.4,26.5,19.4,12.2,17.2,128,14
1993,February,2,29.4,24.9,16.1,10,19.4,54.4,8
1993,March,3,31.7,26.1,17.7,6.7,25,151.9,8
1993,April,4,31.1,27.5,19.2,14.4,16.7,78.2,5
1993,May,5,32.2,29.6,22.8,19.4,12.8,104.9,9
1993,June,6,35,31.8,25.1,22.2,12.8,92.5,14
1993,July,7,35.6,33.2,25.1,22.8,12.8,184.9,14
1993,August,8,36.1,33.2,25.4,23.3,12.8,130.3,13
1993,September,9,33.9,31.8,24.8,23.3,10.6,319.8,18
1993,October,10,32.2,30.8,23.4,16.1,16.1,183.6,15
1993,November,11,30.6,28.2,20.6,11.1,19.5,153.9,7
1993,December,12,28.9,25.5,15.5,8.3,20.6,12.4,1
1994,January,1,29.4,24.4,17,10,19.4,91.2,15
1994,February,2,31.7,26.2,19.6,11.1,20.6,143.8,10
1994,March,3,32.8,27.8,18.9,11.7,21.1,49.3,4
1994,April,4,31.1,29.1,22.2,17.2,13.9,54.4,11
1994,May,5,33.9,31.2,23.3,18.9,15,119.9,7
1994,June,6,35.6,32.3,25,22.2,13.4,126.2,17
1994,July,7,33.3,32.1,25.3,22.2,11.1,77,15
1994,August,8,33.9,31.6,24.7,21.7,12.2,422.7,20
1994,September,9,34.4,30.8,24.6,22.2,12.2,342.9,17
1994,October,10,32.2,30.4,23.2,21.1,11.1,241.3,12
1994,November,11,30.6,28.2,22,17.2,13.4,226.6,8
1994,December,12,29.4,25.9,18.5,11.1,18.3,125.7,11
1995,January,1,28.9,24,15.2,8.9,20,79.5,9
1995,February,2,30,24.4,15.5,3.9,26.1,35.8,5
1995,March,3,31.7,27,19.1,12.8,18.9,116.8,7
1995,April,4,32.8,29.1,21.4,15.6,17.2,94.7,10
1995,May,5,35.6,31.5,24.2,20,15.6,74.7,8
1995,June,6,35.6,30.9,24.3,21.7,13.9,516.4,15
1995,July,7,36.1,32.8,25.5,23.3,12.8,161.5,14
1995,August,8,36.1,32.6,25.4,22.2,13.9,333.5,21
1995,September,9,34.4,32.3,25.1,22.8,11.6,263.4,17
1995,October,10,32.2,30.3,24.6,22.2,10,251.7,18
1995,November,11,31.7,27.3,19.1,12.2,19.5,64.3,6
1995,December,12,28.9,24.1,16,4.4,24.5,21.8,8
1996,January,1,30,24.6,15.4,3.3,26.7,59.2,6
1996,February,2,29.4,24.9,13.7,2.8,26.6,20.3,3
1996,March,3,31.7,25.3,16.6,7.8,23.9,35.6,5
1996,April,4,33.3,28.2,20.6,13.9,19.4,85.6,5
1996,May,5,33.9,30.9,23.8,21.7,12.2,210.8,19
1996,June,6,34.4,31.9,24.1,22.2,12.2,296.4,20
1996,July,7,33.9,32.5,25.8,22.2,11.7,133.3,15
1996,August,8,33.9,32.1,24.7,22.2,11.7,141,16
1996,September,9,33.9,32.1,24.7,22.8,11.1,183.1,16
1996,October,10,30.6,28.9,22.7,17.8,12.8,256.5,15
1996,November,11,30,26.9,20.1,13.3,16.7,17.5,6
1996,December,12,29.4,25.6,16.9,6.1,23.3,26.4,8
1997,January,1,28.9,24.6,15.7,2.8,26.1,43.4,7
1997,February,2,29.4,27.1,19.8,11.1,18.3,39.9,6
1997,March,3,30.6,28.4,20.9,17.2,13.4,52.3,8
1997,April,4,32.2,28.1,20.4,12.2,20,131.1,13
1997,May,5,34.4,30.6,23.3,20.6,13.8,248.9,8
1997,June,6,33.3,31.7,24,22.2,11.1,334.8,22
1997,July,7,34.4,32.6,25.3,22.8,11.6,193.5,22
1997,August,8,34.4,32.8,25.3,22.8,11.6,159.5,22
1997,September,9,32.8,30.9,24.1,22.8,10,316.7,23
1997,October,10,32.2,29.4,22.3,16.1,16.1,66,12
1997,November,11,31.7,26.9,19.9,11.1,20.6,73.4,7
1997,December,12,30,24.3,16.7,10,20,133.9,8
1998,January,1,28.9,24.7,17.6,9.4,19.5,26.4,13
1998,February,2,28.9,24.6,16.7,10,18.9,168.1,12
1998,March,3,28.9,24.8,16.9,9.4,19.5,151.6,9
1998,April,4,32.2,28.1,20.8,15,17.2,16.8,4
1998,May,5,33.9,31.3,22.8,16.7,17.2,87.6,7
1998,June,6,35.6,33.6,25.6,22.2,13.4,169.4,11
1998,July,7,36.7,33.2,25.5,22.8,13.9,137.4,16
1998,August,8,35,33,25.7,21.1,13.9,296.2,23
1998,September,9,34.4,31.6,25.3,22.8,11.6,366,19
1998,October,10,33.3,30.1,24.1,19.4,13.9,144.8,11
1998,November,11,29.4,27.9,21.3,16.1,13.3,169.2,5
1998,December,12,28.3,26.5,19.5,11.7,16.6,50.3,13
1999,January,1,27.8,25.1,17,6.7,21.1,75.7,9
1999,February,2,28.9,25.5,16.2,10.6,18.3,6.9,5
1999,March,3,28.9,26.2,16.6,9.4,19.5,6.3,3
1999,April,4,33.3,29.9,20.9,14.4,18.9,37.1,3
1999,May,5,32.8,30.4,21.4,14.4,18.4,124.2,13
1999,June,6,32.8,30.6,23.6,22.2,10.6,281.4,19
1999,July,7,35.6,32.3,25.4,22.2,13.4,91.4,15
1999,August,8,35.6,32.8,24.5,22.8,12.8,352.3,22
1999,September,9,33.9,31.2,24.3,22.8,11.1,178.1,17
1999,October,10,31.1,29.2,23.2,17.2,13.9,369.6,19
1999,November,11,29.4,27,20,15,14.4,36.8,7
1999,December,12,28.9,24.9,17.3,7.2,21.7,68.1,13
2000,January,1,28.9,24.6,16,6.1,22.8,13.2,5
2000,February,2,28.3,25,16.7,9.4,18.9,31.5,10
2000,March,3,32.8,28,19.7,16.1,16.7,8.9,5
2000,April,4,31.7,28.4,19.6,15,16.7,85.3,4
2000,May,5,33.9,30.5,23.1,20.6,13.3,45.7,8
2000,June,6,33.9,31.3,24.3,21.7,12.2,131.8,18
2000,July,7,35,32.7,24.9,22.8,12.2,134.4,20
2000,August,8,33.9,32.2,24.9,22.8,11.1,188.5,23
2000,September,9,33.3,31.6,25,22.8,10.5,268.7,16
2000,October,10,33.9,29,22.2,19.4,14.5,473.7,13
2000,November,11,31.1,27.3,18.8,10.6,20.5,12.7,5
2000,December,12,28.9,24.3,16.6,5.6,23.3,156.2,9
2001,January,1,28.3,22.7,11.9,3.9,24.4,15.2,4
2001,February,2,30.6,27.1,19.7,13.9,16.7,1.3,2
2001,March,3,32.8,27.9,18.2,10,22.8,120.9,8
2001,April,4,32.2,28.2,20.7,14.4,17.8,45.5,7
2001,May,5,32.2,28.9,21.8,18.3,13.9,154.9,14
2001,June,6,33.9,32,24.2,21.1,12.8,227.1,18
2001,July,7,34.4,31.9,24.3,21.7,12.7,175.8,17
2001,August,8,34.4,32.4,25.7,22.2,12.2,184.7,12
2001,September,9,33.3,30.7,24.3,21.1,12.2,456.9,17
2001,October,10,32.2,29.2,23.1,15,17.2,334.3,18
2001,November,11,28.9,26.9,20,17.8,11.1,36.1,9
2001,December,12,28.9,26.2,19.7,9.4,19.5,77,9
2002,January,1,28.9,25.2,16.7,5.6,23.3,5.6,3
2002,February,2,28.9,25.2,17,7.8,21.1,90.9,8
2002,March,3,31.1,27.8,20.2,10.6,20.5,22.6,4
2002,April,4,32.8,29.3,22.3,19.4,13.4,33.5,5
2002,May,5,32.8,30.5,23.7,20,12.8,209,10
2002,June,6,33.3,30.1,23.6,21.7,11.6,391.4,21
2002,July,7,34.4,31.8,24.8,20.6,13.8,324.1,20
2002,August,8,35,32.6,25.1,22.2,12.8,166.4,22
2002,September,9,33.9,31.9,25.1,21.1,12.8,164.6,22
2002,October,10,33.3,31.4,24.2,21.1,12.2,18.3,8
2002,November,11,32.8,27.6,18.8,10,22.8,95,9
2002,December,12,30,25.7,17.1,10,20,86.1,7
2003,January,1,28.9,22.7,12,2.2,26.7,10.9,5
2003,February,2,30.6,27.3,18.2,10.6,20,21.1,4
2003,March,3,33.9,30.2,21.6,12.2,21.7,98.8,9
2003,April,4,31.7,28.3,20.3,11.7,20,72.9,7
2003,May,5,32.8,31.1,23.8,21.1,11.7,280.7,17
2003,June,6,33.3,31.2,24.6,22.8,10.5,303.3,20
2003,July,7,33.3,32.4,25.9,22.8,10.5,160.5,12
2003,August,8,33.3,31.8,25,22.8,10.5,245.1,24
2003,September,9,33.3,31.3,24.5,22.8,10.5,334.8,23
2003,October,10,32.8,30.4,23.7,21.1,11.7,103.9,7
2003,November,11,30,27.9,20.9,12.8,17.2,168.7,10
2003,December,12,28.9,23.8,15.1,7.8,21.1,31.5,3
2004,January,1,28.9,24,14.6,9.4,19.5,64,5
2004,February,2,29.4,25.9,17.1,9.4,20,78.2,7
2004,March,3,29.4,26.5,18.8,13.3,16.1,38.1,7
2004,April,4,31.1,27.6,18.9,12.2,18.9,101.6,8
2004,May,5,33.9,29.8,23.1,20,13.9,62.2,7
2004,June,6,33.9,32.5,25.2,22.8,11.1,172.5,13
2004,July,7,35,32.9,25.2,22.8,12.2,171.2,16
2004,August,8,33.9,32.5,25,22.8,11.1,256.3,18
2004,September,9,33.3,31.1,25.1,23.3,10,276.4,19
2004,October,10,31.1,29.6,22.8,18.3,12.8,140.7,14
2004,November,11,30,27.5,20.4,14.4,15.6,8.6,7
2004,December,12,28.9,24.5,16.3,7.8,21.1,13,5
2005,January,1,26.7,24.2,15.8,6.1,20.6,48.8,5
2005,February,2,28.3,24.7,15.9,7.8,20.5,15.7,6
2005,March,3,32.2,26.3,17.3,10.6,21.6,100.8,7
2005,April,4,31.7,27.6,18.6,13.9,17.8,83.1,4
2005,May,5,33.9,30.1,22.3,18.3,15.6,189.7,12
2005,June,6,34.4,30.9,23.9,21.7,12.7,447,23
2005,July,7,35,33,26,23.3,11.7,127,14
2005,August,8,35,33.2,25.9,22.8,12.2,235.5,18
2005,September,9,33.9,32,24.8,21.1,12.8,251.7,17
2005,October,10,33.3,29.5,23.1,13.3,20,139.2,14
2005,November,11,29.4,27.6,20.7,11.1,18.3,68.6,10
2005,December,12,28.9,24.9,16.6,10,18.9,25.4,7
2006,January,1,28.3,24.6,16.8,7.8,20.5,8.1,5
2006,February,2,28.9,24.5,14.9,6.7,22.2,88.1,4
2006,March,3,32.2,26.6,17.9,11.1,21.1,27.9,2
2006,April,4,33.3,29.4,20.9,17.8,15.5,5.8,4
2006,May,5,33.3,30.8,21.9,18.9,14.4,218.9,9
2006,June,6,33.9,31.6,24.7,21.7,12.2,179.1,16
2006,July,7,33.3,31.7,24.9,22.8,10.5,185.9,19
2006,August,8,35.6,32.4,25.1,21.1,14.5,328.9,18
2006,September,9,35,31.8,24.6,22.8,12.2,424.9,16
2006,October,10,32.8,30.6,22.9,15.6,17.2,41.7,8
2006,November,11,30.6,26.5,19,7.2,23.4,41.4,6
2006,December,12,28.9,26.5,20.6,13.3,15.6,79,11
2007,January,1,29.4,26.3,18.7,10.6,18.8,13.7,9
2007,February,2,30.6,25.1,16.2,5.6,25,54.1,8
2007,March,3,32.2,27,19.5,11.7,20.5,68.6,6
2007,April,4,32.8,28.3,19.6,12.2,20.6,135.4,7
2007,May,5,32.8,29.6,22.1,16.1,16.7,134.1,13
2007,June,6,34.4,31.5,23.4,19.4,15,386.6,19
2007,July,7,33.9,32.7,25,22.2,11.7,229.4,18
2007,August,8,36.1,33.1,25.8,23.9,12.2,112.8,15
2007,September,9,35.6,32.3,24.5,21.7,13.9,208.8,15
2007,October,10,32.8,30.3,24.7,21.7,11.1,244.6,23
2007,November,11,29.4,27.6,20.1,13.9,15.5,16.8,5
2007,December,12,30,27.6,20.1,11.7,18.3,20.1,11
2008,January,1,28.9,25.4,17.1,3.9,25,31.8,8
2008,February,2,31.7,27.5,19.4,10,21.7,104.4,10
2008,March,3,32.8,27.6,19.6,11.1,21.7,133.1,6
2008,April,4,32.2,28.7,21.1,13.3,18.9,96,9
2008,May,5,35.6,31.5,23.4,19.4,16.2,43.4,8
2008,June,6,33.3,32,25,21.7,11.6,244.6,18
2008,July,7,33.3,32.1,24.4,21.7,11.6,226.8,18
2008,August,8,33.9,32.7,25,22.8,11.1,253.7,22
2008,September,9,32.8,31.6,25.6,22.8,10,199.9,16
2008,October,10,32.2,28.9,22.4,12.8,19.4,165.4,11
2008,November,11,31.1,26.4,17.7,11.1,20,24.6,5
2008,December,12,27.8,25.9,18.2,10.6,17.2,7.1,7
2009,January,1,30,24.7,14.8,5.6,24.4,8.6,4
2009,February,2,29.4,24.6,15.4,3.3,26.1,3,2
2009,March,3,31.1,26.6,18.7,8.3,22.8,45.2,8
2009,April,4,33.3,29.1,20.9,12.2,21.1,29.7,7
2009,May,5,33.3,30.8,23.1,20.6,12.7,191.3,17
2009,June,6,36.7,32.7,24.4,21.7,15,295.7,19
2009,July,7,35,33.3,25.5,23.3,11.7,156.7,14
2009,August,8,34.4,33.1,26.2,23.3,11.1,200.9,20
2009,September,9,34.4,32.3,25.4,23.9,10.5,173.5,19
2009,October,10,34.4,31.5,24.5,15,19.4,66.5,10
2009,November,11,31.7,28.1,20.4,11.1,20.6,75.4,6
2009,December,12,31.7,26.5,19,9.4,22.3,76.5,7
2010,January,1,30,22.4,13.2,1.7,28.3,22.6,5
2010,February,2,28.3,22.8,13.5,7.2,21.1,119.1,10
2010,March,3,30,24.5,15.2,6.7,23.3,71.4,6
2010,April,4,31.7,28.2,21,15.6,16.1,227.3,8
2010,May,5,35,31.4,24.7,22.2,12.8,86.9,7
2010,June,6,35,33.5,25.9,22.2,12.8,182.9,15
2010,July,7,35,32.9,25.9,22.2,12.8,186.9,21
2010,August,8,35.6,33.1,25.9,22.2,13.4,222.2,19
2010,September,9,35,31.9,25.3,23.3,11.7,403.6,21
2010,October,10,32.2,30,22.8,19.4,12.8,40.1,7
2010,November,11,29.4,27,19.5,11.7,17.7,59.7,7
2010,December,12,29.4,21.7,10.9,2.2,27.2,30.7,4
2011,January,1,29.4,24.3,14.7,6.7,22.7,64.8,8
2011,February,2,30.6,26.5,17.9,11.1,19.5,5.8,2
2011,March,3,32.8,27.8,18.8,11.7,21.1,28.7,5
2011,April,4,33.3,30.7,22.7,19.4,13.9,136.1,7
2011,May,5,33.9,31.5,23.6,19.4,14.5,54.6,7
2011,June,6,36.1,32.9,25,22.2,13.9,310.4,13
2011,July,7,36.1,32.9,25.7,23.3,12.8,145,18
2011,August,8,35,33.2,25.3,23.3,11.7,281.4,25
2011,September,9,34.4,32.5,25,22.8,11.6,126.7,15
2011,October,10,32.8,29.1,22.6,17.2,15.6,394.2,14
2011,November,11,29.4,27.4,20.6,13.3,16.1,45.7,9
2011,December,12,27.8,26.4,19.4,12.8,15,26.4,8
2012,January,1,29.4,24.7,15.9,6.1,23.3,5.3,2
2012,February,2,30.6,26.4,19,8.9,21.7,85.9,6
2012,March,3,30,27.6,20.4,12.2,17.8,126.2,14
2012,April,4,31.7,28.2,20.5,15.6,16.1,199.4,11
2012,May,5,33.9,30.2,23,21.1,12.8,372.6,16
2012,June,6,34.4,31.5,24.7,21.7,12.7,319,15
2012,July,7,33.9,32.2,24.9,21.7,12.2,226.6,14
2012,August,8,33.3,32.2,25.4,22.8,10.5,404.4,19
2012,September,9,33.3,31.5,24.8,22.8,10.5,280.2,20
2012,October,10,32.8,29.7,23,13.3,19.5,163.1,17
2012,November,11,28.3,26.1,17.7,12.8,15.5,12.7,5
2012,December,12,29.4,26.3,18.1,8.9,20.5,13,9
2013,January,1,28.3,26.5,19.3,13.3,15,13.7,5
2013,February,2,30.6,26.2,17.9,8.3,22.3,47,5
2013,March,3,32.2,24.8,15.1,7.2,25,20.6,4
2013,April,4,32.2,29,22.1,16.1,16.1,130.6,9
2013,May,5,34.4,30,22.1,17.8,16.6,280.2,14
2013,June,6,33.3,31.6,25.1,23.3,10,157,16
2013,July,7,34.4,31.4,24.6,22.2,12.2,322.6,25
2013,August,8,33.9,32.1,25.5,22.2,11.7,112.5,16
2013,September,9,33.3,31.8,24.7,22.8,10.5,265.9,20
2013,October,10,32.8,30.5,23.5,21.1,11.7,174.5,8
2013,November,11,31.7,28.3,21.8,11.1,20.6,145.5,14
2013,December,12,30,27.2,20.6,15.6,14.4,118.6,10
2014,January,1,29.4,24.3,15.6,7.8,21.6,48.5,12
2014,February,2,30,27.5,19.4,10.6,19.4,29.5,5
2014,March,3,32.2,27.7,18.6,13.9,18.3,66.3,8
2014,April,4,32.2,29.2,21.4,17.2,15,30,5
2014,May,5,33.3,30.5,23.6,20,13.3,83.6,6
2014,June,6,33.9,31.6,23.4,21.1,12.8,498.3,23
2014,July,7,35,32.6,25.1,21.7,13.3,261.4,26
2014,August,8,34.4,33,25.8,23.3,11.1,230.4,14
2014,September,9,33.3,31.5,24.6,22.2,11.1,184.1,23
2014,October,10,34.4,30.3,22.8,19.4,15,82.3,11
2014,November,11,31.1,26.6,18.5,11.1,20,67.6,7
2014,December,12,28.9,25.8,17.8,8.9,20,33.5,6
2015,January,1,28.9,25.4,17.7,11.1,17.8,24.1,7
2015,February,2,30.6,24.9,15.6,5.6,25,71.4,9
2015,March,3,32.8,28.8,20.9,14.4,18.4,33.5,5
2015,April,4,35.6,30.3,23.4,18.9,16.7,102.4,11
2015,May,5,34.4,30.8,23.6,20,14.4,60.7,11
2015,June,6,35,32,25.4,22.2,12.8,91.4,16
2015,July,7,35.6,33,25.4,22.8,12.8,150.1,16
2015,August,8,34.4,33,25.5,22.8,11.6,229.1,18
2015,September,9,34.4,32.1,24.9,22.8,11.6,253.2,21
2015,October,10,32.8,30.3,23.6,21.7,11.1,119.4,17
2015,November,11,31.7,28.8,22.7,17.2,14.5,191.8,18
2015,December,12,29.4,27.7,22.6,17.8,11.6,249.4,16
2016,January,1,28.9,23.5,15.8,7.8,21.1,192.3,16
2016,February,2,30,24.1,16.4,10,20,72.4,11
2016,March,3,32.8,28.6,20.9,13.9,18.9,15.5,7
2016,April,4,32.8,28.8,21.2,18.3,14.5,27.7,6
2016,May,5,33.9,30.3,23,17.2,16.7,210.1,8
2016,June,6,35,32.3,24.9,22.2,12.8,221.5,20
2016,July,7,33.9,32.9,25.7,22.2,11.7,104.4,16
2016,August,8,34.4,32.5,25.1,22.8,11.6,349.8,21
2016,September,9,33.9,32.3,24.8,22.2,11.7,153.7,18
2016,October,10,33.3,30.3,23.9,19.4,13.9,244.3,16
2016,November,11,29.4,27.3,20,14.4,15,23.9,7
2016,December,12,30.6,28.1,21.5,13.3,17.3,59.2,8
2017,January,1,30.6,27,18.1,10.6,20,86.4,8
2017,February,2,30.6,27.4,18.3,13.9,16.7,33.3,2
2017,March,3,30.6,27,19,11.7,18.9,99.6,7
2017,April,4,32.8,28.9,22.1,14.4,18.4,54.9,3
2017,May,5,36.7,32,23.9,18.9,17.8,68.3,9
2017,June,6,33.3,31.9,25.5,22.2,11.1,405.6,21
2017,July,7,34.4,33.3,26.4,22.2,12.2,316.2,17
2017,August,8,35,33.4,26.3,22.8,12.2,217.7,18
2017,September,9,34.4,32.6,26,23.3,11.1,380.2,11
2017,October,10,32.8,30.3,24,15,17.8,320.3,19
2017,November,11,30.6,28.9,21.5,18.3,12.3,112,11
2017,December,12,30.6,26.6,17.5,8.3,22.3,16.8,4
2018,January,1,28.9,24.4,15.7,6.7,22.2,25.7,8
2018,February,2,29.4,28.1,21.1,14.4,15,9.4,7
2018,March,3,31.7,26.5,16.6,10.6,21.1,4.8,2
2018,April,4,32.8,29.4,20.7,15.6,17.2,96.5,8
2018,May,5,31.1,28.7,22.9,20.6,10.5,421.4,19
2018,June,6,34.4,32,24.3,21.7,12.7,200.4,17
2018,July,7,34.4,32.7,24.7,22.2,12.2,203.7,21
2018,August,8,34.4,32.2,25,22.8,11.6,243.3,21
2018,September,9,33.3,31.8,25.2,22.8,10.5,200.4,17
2018,October,10,32.8,30.7,24.1,18.3,14.5,44.7,10
2018,November,11,31.1,27.9,20.8,10,21.1,70.4,8
2018,December,12,30.6,25.9,18.4,11.1,19.5,40.1,5
2019,January,1,28.9,24.4,15.6,7.8,21.1,50.8,8
2019,February,2,29.4,27.5,20.2,13.9,15.5,38.9,6
2019,March,3,31.7,27.4,19,12.2,19.5,48.5,9
2019,April,4,32.2,29.2,21.6,15.6,16.6,80.3,5
2019,May,5,35,31.3,24.4,22.2,12.8,117.1,13
2019,June,6,36.7,33.2,25.4,22.2,14.5,315.7,17
2019,July,7,36.7,33.4,25.6,22.8,13.9,267.7,15
2019,August,8,35.6,33,25.4,23.9,11.7,399.8,25
2019,September,9,35.6,32.8,26.3,22.8,12.8,82.6,11
2019,October,10,33.3,31.6,25.6,23.9,9.4,99.8,18
2019,November,11,32.8,28.5,20.4,13.9,18.9,41.1,10
2019,December,12,30.6,26.8,19.3,11.7,18.9,163.3,18
2020,January,1,30.6,26.1,17.8,4.4,26.2,51.6,7
2020,February,2,30.6,26.8,18.9,9.4,21.2,73.7,8
2020,March,3,33.3,28.8,21.4,12.8,20.5,2.5,2
2020,April,4,36.1,31.7,23.7,19.4,16.7,98,5
2020,May,5,34.4,30,22.6,17.8,16.6,479.8,12
2020,June,6,36.7,32.4,25.8,21.7,15,180.6,13
2020,July,7,36.7,33.9,26,23.3,13.4,260.6,20
2020,August,8,34.4,33.1,26.1,21.7,12.7,189,22
2020,September,9,33.9,32,25.5,22.8,11.1,277.4,16
2020,October,10,33.3,31,24.7,22.2,11.1,301.2,21
2020,November,11,30.6,28.1,22.4,20,10.6,243.8,18
2020,December,12,29.4,25.1,16.5,8.3,21.1,40.6,6
2021,January,1,30,24.8,15.8,9.4,20.6,12.7,3
2021,February,2,30,27.2,20,9.4,20.6,73.7,10
2021,March,3,30,27.6,19.7,13.9,16.1,47.5,4
2021,April,4,33.9,29.4,21.1,16.1,17.8,71.4,6
2021,May,5,34.4,30.7,24,21.7,12.7,68.1,9
2021,June,6,34.4,31.5,24.8,22.8,11.6,316,21
2021,July,7,34.4,32.2,25.2,21.7,12.7,207.8,17
2021,August,8,34.4,32.8,25.8,22.8,11.6,185.2,21
2021,September,9,35.6,32.4,24.4,23.3,12.3,307.8,19
2021,October,10,32.8,30.8,23.9,18.9,13.9,124.7,16
2021,November,11,29.4,26.5,19.1,13.9,15.5,111.3,9